id,class_id,sentence,partition,labels,lang
347,JavaStreamingTestExample.java,"true, 9932",1,expand,JAVA
348,JavaStreamingTestExample.java,usage,0,usage,JAVA
349,JavaStreamingTestExample.java,javastreamingtestexample datadir batchduration numbatchestimeout,1,usage,JAVA
350,JavaStreamingTestExample.java,to run on your local machine using the directory datadir with 5 seconds between each batch and,0,usage,JAVA
351,JavaStreamingTestExample.java,"a timeout after 100 insignificant batches, call",1,usage,JAVA
352,JavaStreamingTestExample.java,bin run example mllib^javastreamingtestexample datadir 5 100,0,usage,JAVA
353,JavaStreamingTestExample.java,as you add text files to datadir the significance test wil continually update every,1,usage,JAVA
354,JavaStreamingTestExample.java,batchduration seconds until the test becomes significant p value 005 or the number of,0,usage,JAVA
355,JavaStreamingTestExample.java,batches processed exceeds numbatchestimeout .,1,usage,JAVA
356,KVStore.java,p,0,expand,JAVA
357,KVStore.java,there are two main features provided by the implementations of this interface,0,expand,JAVA
358,KVStore.java,p,0,expand,JAVA
359,KVStore.java,h3 serialization h3,0,expand,JAVA
360,KVStore.java,p,0,expand,JAVA
361,KVStore.java,"if the underlying data store requires serialization, data will be serialized to and deserialized",0,expand,JAVA
362,KVStore.java,"using a @link kvstoreserializer , which can be customized by the application.",0,expand;pointer,JAVA
363,KVStore.java,the serializer is,0,expand,JAVA
364,KVStore.java,"based on jackson, so it supports all the jackson annotations for controlling the serialization of",0,expand,JAVA
365,KVStore.java,app defined types.,0,expand,JAVA
366,KVStore.java,p,0,expand,JAVA
367,KVStore.java,p,0,expand,JAVA
368,KVStore.java,data is also automatically compressed to save disk space.,0,expand,JAVA
369,KVStore.java,p,0,expand,JAVA
370,KVStore.java,h3 automatic key management h3,0,expand,JAVA
371,KVStore.java,p,0,expand,JAVA
372,KVStore.java,"when using the built in key management, the implementation will automatically create unique",0,expand,JAVA
373,KVStore.java,keys for each type written to the store.,0,expand,JAVA
374,KVStore.java,"keys are based on the type name, and always start",0,expand,JAVA
375,KVStore.java,with the prefix character so that it s easy to use both manual and automatic key,0,expand,JAVA
376,KVStore.java,management apis without conflicts .,0,expand,JAVA
377,KVStore.java,p,0,expand,JAVA
378,KVStore.java,p,0,expand,JAVA
379,KVStore.java,another feature of automatic key management is indexing by annotating fields or methods of,0,expand,JAVA
380,KVStore.java,"objects written to the store with @link kvindex , indices are created to sort the data",0,expand;pointer,JAVA
381,KVStore.java,by the values of those properties.,0,expand,JAVA
382,KVStore.java,this makes it possible to provide sorting without having,0,expand,JAVA
383,KVStore.java,to load all instances of those types from the store.,0,expand,JAVA
384,KVStore.java,p,0,expand,JAVA
385,KVStore.java,p,0,expand,JAVA
386,ICodeReaderFactory.java,@noreference this interface is not intended to be referenced by clients.,0,usage,JAVA
387,ICPointerType.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
388,ICPPAliasTemplateInstance.java,@since 55,0,deprecation,JAVA
389,ICPPAliasTemplateInstance.java,@noextend this interface is not intended to be extended by clients.,1,usage,JAVA
390,ICPPAliasTemplateInstance.java,@noimplement this interface is not intended to be implemented by clients.,0,usage,JAVA
391,ICPPASTLinkageSpecification.java,@noextend this interface is not intended to be extended by clients.,1,usage,JAVA
392,ICPPASTLinkageSpecification.java,@noimplement this interface is not intended to be implemented by clients.,0,usage,JAVA
393,TypedCDTViewerFilter.java,see org^eclipse.cdt^internal.ui^dialogs.typedviewerfilter,1,pointer,JAVA
394,TypedCDTViewerFilter.java,@noextend this class is not intended to be subclassed by clients.,0,usage,JAVA
395,UncallCommandHandler.java,@since 70,1,deprecation,JAVA
396,ICPPASTVirtSpecifier.java,"there are two virt specifiers, final and override .",0,expand,JAVA
397,ICPPASTVirtSpecifier.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
398,ICPPASTVirtSpecifier.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
399,ICPPASTVirtSpecifier.java,@since 57,1,deprecation,JAVA
400,UPCKeyword.java,@author mike kucera,0,ownership,JAVA
401,UPCLanguage.java,@author mike kucera,1,ownership,JAVA
402,ICPPPointerToMemberType.java,@noimplement this interface is not intended to be implemented by clients.,0,usage,JAVA
403,VMHasChildrenUpdate.java,@see vmviewerupdate,1,pointer,JAVA
404,VMHasChildrenUpdate.java,@since 10,0,deprecation,JAVA
405,ICSourceNotFoundDescription.java,an instance is usually provided by an adapter.,1,expand,JAVA
406,WhiteSpaceOptions.java,preview snippets.,0,usage,JAVA
407,WhiteSpaceOptions.java,"private void createbeforeellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space before ellipsis, vararg parameter preview private void createafterellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space after ellipsis, vararg parameter preview syntax element tree private innernode createreturntree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions return createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in return, return preview return root private innernode createthrowtree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions throw createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in throw, throw preview return root",1,usage,JAVA
408,WhiteSpaceOptions.java,represents a node in the options tree.,0,usage,JAVA
409,WhiteSpaceOptions.java,preview snippets.,1,usage,JAVA
410,IDsfDebugServicesFactory.java,@since 11,0,deprecation,JAVA
411,WhiteSpaceOptions.java,"private void createbeforeellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space before ellipsis, vararg parameter preview private void createafterellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space after ellipsis, vararg parameter preview syntax element tree private innernode createreturntree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions return createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in return, return preview return root private innernode createthrowtree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions throw createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in throw, throw preview return root",1,usage,JAVA
412,WhiteSpaceOptions.java,a node representing a group of options in the tree.,0,usage,JAVA
413,WhiteSpaceOptions.java,preview snippets.,1,usage,JAVA
414,WhiteSpaceOptions.java,"private void createbeforeellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space before ellipsis, vararg parameter preview private void createafterellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space after ellipsis, vararg parameter preview syntax element tree private innernode createreturntree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions return createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in return, return preview return root private innernode createthrowtree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions throw createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in throw, throw preview return root",0,usage,JAVA
415,WhiteSpaceOptions.java,a node representing a concrete white space option in the tree.,1,usage,JAVA
416,IGDBTraceControl.java,it is used to do such things as start and stop tracing.,0,rational,JAVA
417,IGDBTraceControl.java,@since 30,1,deprecation,JAVA
418,IGDBTraceControl.java,gdb specific part,0,expand,JAVA
419,IGDBTraceControl.java,marker interface for a context on which trace operations can be performed,1,expand,JAVA
420,IGDBTraceControl.java,gdb specific part,0,expand,JAVA
421,IGDBTraceControl.java,specific trace record context.,1,expand,JAVA
422,IGDBTraceControl.java,it describes tracing data.,0,expand,JAVA
423,IGDBTraceControl.java,gdb specific part,1,expand,JAVA
424,IGDBTraceControl.java,this is the model data interface that corresponds to itracerecorddmcontext.,0,expand,JAVA
425,IGDBTraceControl.java,gdb specific part,1,expand,JAVA
426,IGDBTraceControl.java,trace events,0,expand,JAVA
427,IGDBTraceControl.java,gdb specific part @since 44,1,deprecation;expand,JAVA
428,AbstractCPropertyTab.java,"in this case, we ll able to use",0,rational,JAVA
429,AbstractCPropertyTab.java,a lot of utility methods via provider link.,1,rational,JAVA
430,AbstractCPropertyTab.java,"in particular, it allows to get current project,",0,rational,JAVA
431,AbstractCPropertyTab.java,configuration etc see icpropertyprovider interface.,1,rational,JAVA
432,AbstractCPropertyTab.java,a standard way to create buttons ins edit del etc,0,rational,JAVA
433,AbstractCPropertyTab.java,and to handle their events see buttonpressed int,1,rational,JAVA
434,AbstractCPropertyTab.java,several utility methods to create widgets in the,0,rational,JAVA
435,AbstractCPropertyTab.java,"uniform manner setuplabel , setuptext etc .",1,rational,JAVA
436,AbstractCPropertyTab.java,means to handle control messages which are the main,0,rational,JAVA
437,AbstractCPropertyTab.java,communication way for new cdt model pages and tabs.,1,rational,JAVA
438,IInclude.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
439,IInclude.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
440,IMacroEntry.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
441,IMacroEntry.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
442,IMIBackend.java,@since 11,0,deprecation,JAVA
443,IMIBackend.java,event indicating that the back end process has started or terminated.,1,expand,JAVA
444,AbstractTrialUndoActionProvider.java,action for a null rule,0,expand,JAVA
445,IMSASTDeclspecList.java,@since 66,1,deprecation,JAVA
446,IMSASTDeclspecList.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
447,IMSASTDeclspecList.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
448,AddLineBreakpointActionDelegate.java,initially derived from addfunctionbreakpointactiondelegate,0,expand,JAVA
449,AddMemoryBlocks.java,p,1,expand,JAVA
450,INodeFactory.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
451,IPropertyChangeParticipant.java,p,1,usage,JAVA
452,AddMemoryBlocks.java,p,0,expand,JAVA
453,IPropertyChangeParticipant.java,clients may implement this interface.,1,usage,JAVA
454,AddMemoryBlocks.java,@since 32,0,deprecation,JAVA
455,IPropertyChangeParticipant.java,p,1,usage,JAVA
456,AddMemoryBlocks.java,"in order to avoid duplicating the addmemoryblocks method one version for expressions, one for memory space address, we pass in a an opaque parameter and let the logic within addmemoryblocks differentiate where needed via isinstanceof request object used to get the memory spaces",0,usage,JAVA
457,IPropertyChangeParticipant.java,@since 50,1,deprecation,JAVA
458,IRefreshAllTarget.java,@since 11,0,deprecation,JAVA
459,AllTemplateEngineTests.java,the test suite will execute all the testcases added to the suite.,1,expand,JAVA
460,AllTemplateEngineTests.java,@since 40,0,deprecation,JAVA
461,IRegisters2.java,@since 26,1,deprecation,JAVA
462,AutoconfMacroParameterListValidator.java,it is modified from the cdt class cparameterlistvalidator,0,expand,JAVA
463,IScannerInfoConsoleParser.java,@author vhirsl,1,ownership,JAVA
464,AutoconfMacroParameterListValidator.java,@author jjohnstn,0,ownership,JAVA
465,AutotoolsProblemMarkerInfo.java,@noextend this class is not intended to be subclassed by clients.,1,usage,JAVA
466,ITestItem.java,@noextend this interface is not intended to be extended by clients.,0,usage,JAVA
467,ITestItem.java,@noimplement this interface is not intended to be implemented by clients.,1,usage,JAVA
468,C99BuildASTParserAction.java,@author mike kucera,0,ownership,JAVA
